name,url,category,categoryKorean,region,language,stars,forks,trendScore,trendScopes,compareScore,maturity,evidence,fileCount,dirCount,sourceDepthScore,keyReferenceCount,features,dominantBuckets,dependencyGroups,commandCategories,riskCategories,risks,standout,sourceDeepDivePath,reportPath,localPath
woowacourse/java-subway-path-precourse,https://github.com/woowacourse/java-subway-path-precourse,general-ai-open-source,일반 AI 오픈소스,korea,Java,24,275,68,korea,154,emerging,source+report,16,11,33,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/0/woowacourse__java-subway-path-precourse.md,reports/korea-trending/repositories/woowacourse__java-subway-path-precourse.md,sources/woowacourse__java-subway-path-precourse
IAAR-Shanghai/Awesome-AI-Memory,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,996,93,0,,86,emerging,source+report,8,2,32,3,agent-instructions,docs;instruction,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,agent-instructions,reports/source-deep-dives/repositories/9/IAAR-Shanghai__Awesome-AI-Memory.md,reports/llm-wiki/repositories/IAAR-Shanghai__Awesome-AI-Memory.md,sources/IAAR-Shanghai__Awesome-AI-Memory
woowacourse/java-racingcar-precourse,https://github.com/woowacourse/java-racingcar-precourse,general-ai-open-source,일반 AI 오픈소스,korea,Java,29,439,70,korea,158,emerging,source+report,12,9,32,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/f/woowacourse__java-racingcar-precourse.md,reports/korea-trending/repositories/woowacourse__java-racingcar-precourse.md,sources/woowacourse__java-racingcar-precourse
woowacourse/java-pairmatching-precourse,https://github.com/woowacourse/java-pairmatching-precourse,general-ai-open-source,일반 AI 오픈소스,korea,Java,28,495,70,korea,157,emerging,source+report,13,10,32,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/c/woowacourse__java-pairmatching-precourse.md,reports/korea-trending/repositories/woowacourse__java-pairmatching-precourse.md,sources/woowacourse__java-pairmatching-precourse
woowacourse/java-vendingmachine-precourse,https://github.com/woowacourse/java-vendingmachine-precourse,general-ai-open-source,일반 AI 오픈소스,korea,Java,21,351,67,korea,151,emerging,source+report,12,9,32,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/2/woowacourse__java-vendingmachine-precourse.md,reports/korea-trending/repositories/woowacourse__java-vendingmachine-precourse.md,sources/woowacourse__java-vendingmachine-precourse
naver/pisco,https://github.com/naver/pisco,general-ai-open-source,일반 AI 오픈소스,korea,Python,8,2,68,korea,142,emerging,source+report,13,2,32,2,model-runtime,config;docs,modelRuntime,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,모델 런타임/서빙 의존성이 직접 잡히는 인프라형 레포,reports/source-deep-dives/repositories/e/naver__pisco.md,reports/korea-trending/repositories/naver__pisco.md,sources/naver__pisco
DEEP-PolyU/Awesome-GraphRAG,https://github.com/DEEP-PolyU/Awesome-GraphRAG,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,unknown,2474,213,0,,92,solid,source+report,7,1,31,3,retrieval-memory,retrieval;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,retrieval-memory,reports/source-deep-dives/repositories/5/DEEP-PolyU__Awesome-GraphRAG.md,reports/llm-wiki/repositories/DEEP-PolyU__Awesome-GraphRAG.md,sources/DEEP-PolyU__Awesome-GraphRAG
kakaobrain/kor-nlu-datasets,https://github.com/kakaobrain/kor-nlu-datasets,eval-observability,평가/관측/품질,korea,unknown,312,46,107,korea,227,emerging,source+report,9,2,31,2,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/c/kakaobrain__kor-nlu-datasets.md,reports/korea-trending/repositories/kakaobrain__kor-nlu-datasets.md,sources/kakaobrain__kor-nlu-datasets
naver/PoseGPT,https://github.com/naver/PoseGPT,general-ai-open-source,일반 AI 오픈소스,korea,Python,140,3,70,korea,161,emerging,source+report,44,6,31,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/f/naver__PoseGPT.md,reports/korea-trending/repositories/naver__PoseGPT.md,sources/naver__PoseGPT
kakaobrain/jejueo,https://github.com/kakaobrain/jejueo,general-ai-open-source,일반 AI 오픈소스,korea,Python,82,12,93,korea,193,emerging,source+report,17,2,31,3,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/4/kakaobrain__jejueo.md,reports/korea-trending/repositories/kakaobrain__jejueo.md,sources/kakaobrain__jejueo
woowacourse/java-baseball-precourse,https://github.com/woowacourse/java-baseball-precourse,general-ai-open-source,일반 AI 오픈소스,korea,Java,67,588,77,korea,173,emerging,source+report,10,9,31,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/9/woowacourse__java-baseball-precourse.md,reports/korea-trending/repositories/woowacourse__java-baseball-precourse.md,sources/woowacourse__java-baseball-precourse
woowacourse/java-chess,https://github.com/woowacourse/java-chess,general-ai-open-source,일반 AI 오픈소스,korea,unknown,27,461,70,korea,156,emerging,source+report,10,7,31,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/d/woowacourse__java-chess.md,reports/korea-trending/repositories/woowacourse__java-chess.md,sources/woowacourse__java-chess
woowacourse/java-racingcar,https://github.com/woowacourse/java-racingcar,general-ai-open-source,일반 AI 오픈소스,korea,unknown,23,447,69,korea,153,emerging,source+report,10,7,31,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/0/woowacourse__java-racingcar.md,reports/korea-trending/repositories/woowacourse__java-racingcar.md,sources/woowacourse__java-racingcar
woowacourse/java-lotto,https://github.com/woowacourse/java-lotto,general-ai-open-source,일반 AI 오픈소스,korea,unknown,20,327,67,korea,150,emerging,source+report,10,7,31,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/7/woowacourse__java-lotto.md,reports/korea-trending/repositories/woowacourse__java-lotto.md,sources/woowacourse__java-lotto
woowacourse/java-blackjack,https://github.com/woowacourse/java-blackjack,general-ai-open-source,일반 AI 오픈소스,korea,unknown,14,551,80,korea,165,emerging,source+report,11,8,31,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/9/woowacourse__java-blackjack.md,reports/korea-trending/repositories/woowacourse__java-blackjack.md,sources/woowacourse__java-blackjack
Samsung/HbbPlayer,https://github.com/Samsung/HbbPlayer,general-ai-open-source,일반 AI 오픈소스,korea,CSS,61,19,68,korea,153,emerging,source+report,12,1,30,1,retrieval-memory,docs;retrieval,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,retrieval-memory,reports/source-deep-dives/repositories/b/Samsung__HbbPlayer.md,reports/korea-trending/repositories/Samsung__HbbPlayer.md,sources/Samsung__HbbPlayer
dongdorrong/korean-law-mcp-lab,https://github.com/dongdorrong/korean-law-mcp-lab,agent-harness-mcp,에이전트 하네스/MCP,korea,Shell,0,0,72,korea,132,emerging,source+report,8,3,30,2,agent-runtime;mcp/protocol,docs;mcp,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/1/dongdorrong__korean-law-mcp-lab.md,reports/korea-trending/repositories/dongdorrong__korean-law-mcp-lab.md,sources/dongdorrong__korean-law-mcp-lab
johnisanerd/Apify-Naver-Search-API,https://github.com/johnisanerd/Apify-Naver-Search-API,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,0,0,92,korea,154,emerging,source+report,8,0,30,2,,config;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/1/johnisanerd__Apify-Naver-Search-API.md,reports/korea-trending/repositories/johnisanerd__Apify-Naver-Search-API.md,sources/johnisanerd__Apify-Naver-Search-API
line/line-login-starter,https://github.com/line/line-login-starter,general-ai-open-source,일반 AI 오픈소스,korea,Java,151,157,80,korea,173,emerging,source+report,27,23,29,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/7/line__line-login-starter.md,reports/korea-trending/repositories/line__line-login-starter.md,sources/line__line-login-starter
naver-ai/model-stock,https://github.com/naver-ai/model-stock,general-ai-open-source,일반 AI 오픈소스,korea,Jupyter Notebook,129,2,75,korea,173,emerging,source+report,6,2,29,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/b/naver-ai__model-stock.md,reports/korea-trending/repositories/naver-ai__model-stock.md,sources/naver-ai__model-stock
iammonth1997/paperwiki-research-compiler,https://github.com/iammonth1997/paperwiki-research-compiler,agent-harness-mcp,에이전트 하네스/MCP,korea,HTML,0,0,0,,28,emerging,source+report,4,2,29,1,retrieval-memory,ci;docs;retrieval,,,,entrypoint path not obvious;test/eval path not obvious,retrieval-memory,reports/source-deep-dives/repositories/5/iammonth1997__paperwiki-research-compiler.md,reports/llm-wiki/repositories/iammonth1997__paperwiki-research-compiler.md,sources/iammonth1997__paperwiki-research-compiler
jee3m/augmentative-knowledge-hooks,https://github.com/jee3m/augmentative-knowledge-hooks,agent-harness-mcp,에이전트 하네스/MCP,mixed,HTML,0,0,0,,28,emerging,source+report,4,2,29,1,retrieval-memory,ci;docs;retrieval,,,,entrypoint path not obvious;test/eval path not obvious,retrieval-memory,reports/source-deep-dives/repositories/b/jee3m__augmentative-knowledge-hooks.md,reports/llm-wiki/repositories/jee3m__augmentative-knowledge-hooks.md,sources/jee3m__augmentative-knowledge-hooks
johnisanerd/Apify-Naver-AI-Overview-API,https://github.com/johnisanerd/Apify-Naver-AI-Overview-API,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,0,0,92,korea,153,emerging,source+report,7,0,29,2,,config;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/6/johnisanerd__Apify-Naver-AI-Overview-API.md,reports/korea-trending/repositories/johnisanerd__Apify-Naver-AI-Overview-API.md,sources/johnisanerd__Apify-Naver-AI-Overview-API
onlybooks/llm,https://github.com/onlybooks/llm,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Jupyter Notebook,200,161,0,,62,emerging,source+report,18,13,28,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/1/onlybooks__llm.md,reports/llm-wiki/repositories/onlybooks__llm.md,sources/onlybooks__llm
naver-ai/c3-gan,https://github.com/naver-ai/c3-gan,general-ai-open-source,일반 AI 오픈소스,korea,Python,128,6,71,korea,158,emerging,source+report,22,6,28,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/9/naver-ai__c3-gan.md,reports/korea-trending/repositories/naver-ai__c3-gan.md,sources/naver-ai__c3-gan
mreferre/ralph-loop-kiro-specs,https://github.com/mreferre/ralph-loop-kiro-specs,spec-driven,스펙 드리븐/요구사항,mixed,Shell,10,5,0,,40,emerging,deep-source+report,5,1,28,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/3/mreferre__ralph-loop-kiro-specs.md,reports/clone-structures/mreferre__ralph-loop-kiro-specs.md,sources/mreferre__ralph-loop-kiro-specs
naver/egjs,https://github.com/naver/egjs,agent-harness-mcp,에이전트 하네스/MCP,korea,JavaScript,945,77,109,korea,226,emerging,source+report,6,0,27,1,,config;docs,,utility,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/0/naver__egjs.md,reports/korea-trending/repositories/naver__egjs.md,sources/naver__egjs
hwan96-ai/genai-case-study-showcase,https://github.com/hwan96-ai/genai-case-study-showcase,agent-harness-mcp,에이전트 하네스/MCP,korea,HTML,0,0,75,korea,123,emerging,source+report,10,2,27,0,retrieval-memory,docs;retrieval,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious;no high-confidence source references,retrieval-memory,reports/source-deep-dives/repositories/d/hwan96-ai__genai-case-study-showcase.md,reports/korea-trending/repositories/hwan96-ai__genai-case-study-showcase.md,sources/hwan96-ai__genai-case-study-showcase
WangRongsheng/awesome-LLM-resources,https://github.com/WangRongsheng/awesome-LLM-resources,agent-harness-mcp,에이전트 하네스/MCP,korea,unknown,8550,898,0,,85,solid,source+report,20,3,26,0,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious;no high-confidence source references,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/c/WangRongsheng__awesome-LLM-resources.md,reports/llm-wiki/repositories/WangRongsheng__awesome-LLM-resources.md,sources/WangRongsheng__awesome-LLM-resources
line/headver,https://github.com/line/headver,general-ai-open-source,일반 AI 오픈소스,korea,unknown,298,9,79,korea,174,emerging,source+report,13,2,26,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/f/line__headver.md,reports/korea-trending/repositories/line__headver.md,sources/line__headver
kakao/kanana,https://github.com/kakao/kanana,general-ai-open-source,일반 AI 오픈소스,korea,unknown,280,14,85,korea,182,emerging,source+report,12,3,26,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/1/kakao__kanana.md,reports/korea-trending/repositories/kakao__kanana.md,sources/kakao__kanana
nhn/fe.javascript,https://github.com/nhn/fe.javascript,general-ai-open-source,일반 AI 오픈소스,korea,unknown,1111,163,96,korea,207,solid,source+report,11,1,25,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/5/nhn__fe.javascript.md,reports/korea-trending/repositories/nhn__fe.javascript.md,sources/nhn__fe.javascript
line/LibriTTS-P,https://github.com/line/LibriTTS-P,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,unknown,161,3,71,korea,157,emerging,source+report,9,1,25,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/7/line__LibriTTS-P.md,reports/korea-trending/repositories/line__LibriTTS-P.md,sources/line__LibriTTS-P
